subject_id,created_at,age,gender,education,drivingYears,annualMileage,eft_total,eft_avg_rt,layout,reactionTime,hit,mentalDemand,physicalDemand,temporalDemand,performance,effort,frustration,RTLX
16,2026-07-26T14:29:18.305392+00:00,35,male,本科,5年以上,10000-20000公里,10,1998.9,nav-led,345.40000009536743,True,60,75,55,25,65,70,58.33
16,2026-07-26T14:29:18.305392+00:00,35,male,本科,5年以上,10000-20000公里,10,1998.9,balanced,690.6999998092651,True,50,70,50,30,60,65,54.17
16,2026-07-26T14:29:18.305392+00:00,35,male,本科,5年以上,10000-20000公里,10,1998.9,sr-led,692.8000001907349,True,45,65,45,35,55,60,50.83
17,2026-07-26T14:30:46.621265+00:00,28,female,硕士及以上,3-5年,10000-20000公里,7,2129,balanced,1525.2999999523163,True,29,15,9,20,15,11,16.5
17,2026-07-26T14:30:46.621265+00:00,28,female,硕士及以上,3-5年,10000-20000公里,7,2129,sr-led,1422.2999999523163,True,18,7,14,11,10,12,12.0
17,2026-07-26T14:30:46.621265+00:00,28,female,硕士及以上,3-5年,10000-20000公里,7,2129,nav-led,6952.600000143051,True,79,91,89,84,93,63,83.17
18,2026-07-26T14:31:16.289137+00:00,27,female,本科,1-3年,<3000公里,6,1998.3333333333333,balanced,693.0999999046326,True,40,60,45,40,50,55,48.33
18,2026-07-26T14:31:16.289137+00:00,27,female,本科,1-3年,<3000公里,6,1998.3333333333333,sr-led,128,True,50,65,50,30,60,65,53.33
18,2026-07-26T14:31:16.289137+00:00,27,female,本科,1-3年,<3000公里,6,1998.3333333333333,nav-led,690.7000000476837,True,55,70,55,25,65,70,56.67
19,2026-07-26T14:33:13.635947+00:00,42,male,硕士及以上,5年以上,10000-20000公里,10,1999.9,sr-led,184.90000009536743,True,70,80,65,15,75,80,64.17
19,2026-07-26T14:33:13.635947+00:00,42,male,硕士及以上,5年以上,10000-20000公里,10,1999.9,nav-led,693.7000000476837,True,60,75,60,20,70,75,60.0
19,2026-07-26T14:33:13.635947+00:00,42,male,硕士及以上,5年以上,10000-20000公里,10,1999.9,balanced,692.9000000953674,True,55,70,55,25,65,70,56.67
20,2026-07-26T14:35:21.081466+00:00,33,female,大专,3-5年,3000-10000公里,6,1999.1666666666667,sr-led,1395.6000001430511,True,45,65,40,35,55,60,50.0
20,2026-07-26T14:35:21.081466+00:00,33,female,大专,3-5年,3000-10000公里,6,1999.1666666666667,nav-led,2191,True,40,60,45,40,50,55,48.33
20,2026-07-26T14:35:21.081466+00:00,33,female,大专,3-5年,3000-10000公里,6,1999.1666666666667,balanced,2266.9000000953674,True,50,70,50,30,60,65,54.17
21,2026-07-26T14:37:27.089452+00:00,26,male,本科,1-3年,<3000公里,10,1998.6,balanced,1147.1000001430511,True,55,70,50,30,60,65,55.0
21,2026-07-26T14:37:27.089452+00:00,26,male,本科,1-3年,<3000公里,10,1998.6,sr-led,2211.600000143051,True,45,65,45,35,55,60,50.83
21,2026-07-26T14:37:27.089452+00:00,26,male,本科,1-3年,<3000公里,10,1998.6,nav-led,2210,True,40,60,40,40,50,55,47.5
22,2026-07-26T14:39:19.865378+00:00,38,male,大专,5年以上,>20000公里,5,1997.2,balanced,1901,True,65,75,60,20,70,75,60.83
22,2026-07-26T14:39:19.865378+00:00,38,male,大专,5年以上,>20000公里,5,1997.2,sr-led,1892.4000000953674,True,60,70,55,25,65,70,57.5
22,2026-07-26T14:39:19.865378+00:00,38,male,大专,5年以上,>20000公里,5,1997.2,nav-led,2227.5,True,50,65,50,30,60,65,53.33
23,2026-07-26T14:42:32.919532+00:00,22,female,本科,未满1年,<3000公里,6,1999.3333333333333,sr-led,704.89999985695,True,40,60,45,40,50,55,48.33
23,2026-07-26T14:42:32.919532+00:00,22,female,本科,未满1年,<3000公里,6,1999.3333333333333,nav-led,2140.600000143051,True,45,65,50,35,55,60,51.67
23,2026-07-26T14:42:32.919532+00:00,22,female,本科,未满1年,<3000公里,6,1999.3333333333333,balanced,1933,True,50,70,55,30,60,65,55.0
24,2026-07-26T14:44:27.155813+00:00,30,male,硕士及以上,3-5年,10000-20000公里,10,1999.5,balanced,983.0999999046326,True,60,75,55,25,65,70,58.33
24,2026-07-26T14:44:27.155813+00:00,30,male,硕士及以上,3-5年,10000-20000公里,10,1999.5,sr-led,1821.2999999523163,True,40,60,45,40,50,55,48.33
24,2026-07-26T14:44:27.155813+00:00,30,male,硕士及以上,3-5年,10000-20000公里,10,1999.5,nav-led,2380.899999856949,True,50,70,50,30,60,65,54.17
25,2026-07-26T14:46:32.144018+00:00,28,female,本科,1-3年,3000-10000公里,6,1999.1666666666667,nav-led,2387.2000000476837,True,45,65,45,35,55,60,50.83
25,2026-07-26T14:46:32.144018+00:00,28,female,本科,1-3年,3000-10000公里,6,1999.1666666666667,balanced,2293.2000000476837,True,35,55,40,45,45,50,45.0
25,2026-07-26T14:46:32.144018+00:00,28,female,本科,1-3年,3000-10000公里,6,1999.1666666666667,sr-led,1484.1000001430511,True,50,70,50,30,60,65,54.17
26,2026-07-26T14:49:42.527678+00:00,45,male,大专,5年以上,>20000公里,10,1999.6,nav-led,2465,True,60,75,60,20,70,75,60.0
26,2026-07-26T14:49:42.527678+00:00,45,male,大专,5年以上,>20000公里,10,1999.6,balanced,1240.200000047684,True,50,70,55,25,65,70,55.83
26,2026-07-26T14:49:42.527678+00:00,45,male,大专,5年以上,>20000公里,10,1999.6,sr-led,1137.699999809265,True,45,65,50,30,60,65,52.5
27,2026-07-26T14:51:30.134014+00:00,23,male,本科,未满1年,<3000公里,10,1999,balanced,2167.7000000476837,True,40,60,45,40,50,55,48.33
27,2026-07-26T14:51:30.134014+00:00,23,male,本科,未满1年,<3000公里,10,1999,sr-led,1817.2000000476837,True,35,55,40,45,45,50,45.0
27,2026-07-26T14:51:30.134014+00:00,23,male,本科,未满1年,<3000公里,10,1999,nav-led,3311.7999999523163,True,45,65,45,35,55,60,50.83
28,2026-07-26T14:53:37.730751+00:00,36,female,硕士及以上,3-5年,10000-20000公里,6,1999.1666666666667,balanced,2079.7999999523163,True,50,70,50,30,60,65,54.17
28,2026-07-26T14:53:37.730751+00:00,36,female,硕士及以上,3-5年,10000-20000公里,6,1999.1666666666667,sr-led,1657,True,45,65,45,35,55,60,50.83
28,2026-07-26T14:53:37.730751+00:00,36,female,硕士及以上,3-5年,10000-20000公里,6,1999.1666666666667,nav-led,3252.7999999523163,True,40,60,40,40,50,55,47.5
29,2026-07-26T14:57:11.529375+00:00,41,male,本科,5年以上,10000-20000公里,10,1999.9,nav-led,2251.09999990463,True,60,75,60,20,70,75,60.0
29,2026-07-26T14:57:11.529375+00:00,41,male,本科,5年以上,10000-20000公里,10,1999.9,balanced,1306.7999999523163,True,50,70,55,25,65,70,55.83
29,2026-07-26T14:57:11.529375+00:00,41,male,本科,5年以上,10000-20000公里,10,1999.9,sr-led,1304.5999999046326,True,45,65,50,30,60,65,52.5
30,2026-07-26T14:58:58.815915+00:00,25,female,硕士及以上,1-3年,3000-10000公里,10,1999,sr-led,1534,True,45,65,45,35,55,60,50.83
30,2026-07-26T14:58:58.815915+00:00,25,female,硕士及以上,1-3年,3000-10000公里,10,1999,nav-led,1622.2000000476837,True,40,60,40,40,50,55,47.5
30,2026-07-26T14:58:58.815915+00:00,25,female,硕士及以上,1-3年,3000-10000公里,10,1999,balanced,2195.0999999046326,True,35,55,40,45,45,50,45.0
31,2026-07-26T15:02:56.100278+00:00,29,male,大专,5年以上,>20000公里,10,1997.1,balanced,1869.5999999046326,True,65,75,60,20,70,75,60.83
31,2026-07-26T15:02:56.100278+00:00,29,male,大专,5年以上,>20000公里,10,1997.1,sr-led,1692.4000000953674,True,55,70,55,25,65,70,56.67
31,2026-07-26T15:02:56.100278+00:00,29,male,大专,5年以上,>20000公里,10,1997.1,nav-led,862.7000000476837,True,45,65,50,30,60,65,52.5
32,2026-07-26T15:06:57.618205+00:00,24,female,本科,未满1年,<3000公里,6,1998.8333333333333,nav-led,3143.800000190735,True,45,65,50,35,55,60,51.67
32,2026-07-26T15:06:57.618205+00:00,24,female,本科,未满1年,<3000公里,6,1998.8333333333333,balanced,1908.5,True,40,60,45,40,50,55,48.33
32,2026-07-26T15:06:57.618205+00:00,24,female,本科,未满1年,<3000公里,6,1998.8333333333333,sr-led,1665.599999904633,True,50,70,55,30,60,65,55.0
33,2026-07-26T15:08:55.726045+00:00,37,male,硕士及以上,5年以上,10000-20000公里,10,1999.5,sr-led,346.2000000476837,True,60,75,60,20,70,75,60.0
33,2026-07-26T15:08:55.726045+00:00,37,male,硕士及以上,5年以上,10000-20000公里,10,1999.5,nav-led,1061.2000000476837,True,50,70,55,25,65,70,55.83
33,2026-07-26T15:08:55.726045+00:00,37,male,硕士及以上,5年以上,10000-20000公里,10,1999.5,balanced,984.0999999046326,True,45,65,50,30,60,65,52.5
34,2026-07-26T15:11:31.03227+00:00,31,female,本科,3-5年,3000-10000公里,6,1999.5,nav-led,1923.0999999046326,True,50,70,50,30,60,65,54.17
34,2026-07-26T15:11:31.03227+00:00,31,female,本科,3-5年,3000-10000公里,6,1999.5,balanced,1674.2000000476837,True,45,65,45,35,55,60,50.83
34,2026-07-26T15:11:31.03227+00:00,31,female,本科,3-5年,3000-10000公里,6,1999.5,sr-led,1368.1999998092651,True,40,60,40,40,50,55,47.5
35,2026-07-26T15:13:37.572368+00:00,28,male,大专,1-3年,3000-10000公里,10,2000,nav-led,1709.4000000953674,True,55,70,55,25,65,70,56.67
35,2026-07-26T15:13:37.572368+00:00,28,male,大专,1-3年,3000-10000公里,10,2000,balanced,1682.0999999046326,True,50,65,50,30,60,65,53.33
35,2026-07-26T15:13:37.572368+00:00,28,male,大专,1-3年,3000-10000公里,10,2000,sr-led,1621.3000001907349,True,45,60,45,35,55,60,50.0
36,2026-07-26T15:15:51.393265+00:00,34,female,硕士及以上,1-3年,<3000公里,6,1998.8333333333333,sr-led,1767.3000001907349,True,40,60,45,40,50,55,48.33
36,2026-07-26T15:15:51.393265+00:00,34,female,硕士及以上,1-3年,<3000公里,6,1998.8333333333333,nav-led,1988.3000001907349,True,45,65,50,35,55,60,51.67
36,2026-07-26T15:15:51.393265+00:00,34,female,硕士及以上,1-3年,<3000公里,6,1998.8333333333333,balanced,1625.3999998569489,True,50,70,55,30,60,65,55.0
37,2026-07-26T15:18:02.983889+00:00,43,male,本科,5年以上,>20000公里,10,1999.2,nav-led,2597.2000000476837,True,70,80,65,15,75,80,64.17
37,2026-07-26T15:18:02.983889+00:00,43,male,本科,5年以上,>20000公里,10,1999.2,balanced,1218.2999999523163,True,60,75,60,20,70,75,60.0
37,2026-07-26T15:18:02.983889+00:00,43,male,本科,5年以上,>20000公里,10,1999.2,sr-led,1532.5,True,55,70,55,25,65,70,56.67
38,2026-07-26T15:20:09.469761+00:00,26,female,本科,未满1年,<3000公里,6,1995.3333333333333,nav-led,1483.5,True,45,65,45,35,55,60,50.83
38,2026-07-26T15:20:09.469761+00:00,26,female,本科,未满1年,<3000公里,6,1995.3333333333333,balanced,2103.5,True,40,60,40,40,50,55,47.5
38,2026-07-26T15:20:09.469761+00:00,26,female,本科,未满1年,<3000公里,6,1995.3333333333333,sr-led,1822.1999998092651,True,35,55,40,45,45,50,45.0
39,2026-07-26T15:22:19.330995+00:00,39,male,硕士及以上,5年以上,10000-20000公里,10,1999.3,balanced,1654.9000000953674,True,65,75,60,20,70,75,60.83
39,2026-07-26T15:22:19.330995+00:00,39,male,硕士及以上,5年以上,10000-20000公里,10,1999.3,sr-led,460.2000000476837,True,55,70,55,25,65,70,56.67
39,2026-07-26T15:22:19.330995+00:00,39,male,硕士及以上,5年以上,10000-20000公里,10,1999.3,nav-led,2814.899999856949,True,50,65,50,30,60,65,53.33
40,2026-07-26T15:36:17.128964+00:00,24,male,本科,1-3年,3000-10000公里,8,2017.75,sr-led,682.7999999523163,True,21,25,26,19,35,26,25.33
40,2026-07-26T15:36:17.128964+00:00,24,male,本科,1-3年,3000-10000公里,8,2017.75,nav-led,1373,True,64,67,66,54,72,54,62.83
40,2026-07-26T15:36:17.128964+00:00,24,male,本科,1-3年,3000-10000公里,8,2017.75,balanced,1132.100000143051,True,20,17,13,13,20,14,16.17
41,2026-07-26T15:39:45.849876+00:00,28,female,本科,3-5年,<3000公里,10,908.2,sr-led,1674.1000001430511,True,19,29,20,25,23,27,23.83
41,2026-07-26T15:39:45.849876+00:00,28,female,本科,3-5年,<3000公里,10,908.2,nav-led,2496.2999999523163,True,68,63,60,63,59,69,63.67
41,2026-07-26T15:39:45.849876+00:00,28,female,本科,3-5年,<3000公里,10,908.2,balanced,1815.6000001430511,True,28,9,14,22,21,20,19.0
42,2026-07-26T16:04:02.433109+00:00,24,male,本科,1-3年,3000-10000公里,1,3490,nav-led,3130.30000019073,True,68,62,72,65,70,58,65.83
42,2026-07-26T16:04:02.433109+00:00,24,male,本科,1-3年,3000-10000公里,1,3490,balanced,2486.10000014305,True,22,18,25,15,20,17,19.5
42,2026-07-26T16:04:02.433109+00:00,24,male,本科,1-3年,3000-10000公里,1,3490,sr-led,1701,True,18,15,20,12,16,13,15.67
43,2026-07-26T16:09:41.484768+00:00,21,female,本科,未满1年,<3000公里,0,,balanced,1348.0999999046326,True,19,17,23,14,21,17,18.5
43,2026-07-26T16:09:41.484768+00:00,21,female,本科,未满1年,<3000公里,0,,sr-led,669.2999999523163,True,18,18,21,12,18,12,16.5
43,2026-07-26T16:09:41.484768+00:00,21,female,本科,未满1年,<3000公里,0,,nav-led,2532.7999999523163,True,71,62,67,61,64,59,64.0
44,2026-07-26T16:33:42.843299+00:00,21,female,大专,未满1年,<3000公里,5,2489,balanced,940.2000000476837,True,19,17,19,12,13,10,15.0
44,2026-07-26T16:33:42.843299+00:00,21,female,大专,未满1年,<3000公里,5,2489,sr-led,1227,True,0,3,3,7,6,5,4.0
44,2026-07-26T16:33:42.843299+00:00,21,female,大专,未满1年,<3000公里,5,2489,nav-led,1850.5,True,68,63,52,49,60,44,56.0
45,2026-07-26T16:35:36.814193+00:00,25,female,本科,3-5年,>20000公里,8,2025.75,balanced,1807.0999999046326,True,18,10,11,9,10,16,12.33
45,2026-07-26T16:35:36.814193+00:00,25,female,本科,3-5年,>20000公里,8,2025.75,sr-led,905.0999999046326,True,14,6,8,12,7,20,11.17
45,2026-07-26T16:35:36.814193+00:00,25,female,本科,3-5年,>20000公里,8,2025.75,nav-led,1550.2999999523163,True,16,21,39,23,24,21,24.0
46,2026-07-26T16:38:04.424181+00:00,42,male,本科,5年以上,>20000公里,5,1381,balanced,1806.7000000476837,True,11,20,16,4,0,1,8.67
46,2026-07-26T16:38:04.424181+00:00,42,male,本科,5年以上,>20000公里,5,1381,sr-led,2223,True,1,0,1,8,2,1,2.17
46,2026-07-26T16:38:04.424181+00:00,42,male,本科,5年以上,>20000公里,5,1381,nav-led,3852.2000000476837,True,14,30,17,22,19,13,19.17
47,2026-07-26T16:40:51.379128+00:00,32,female,硕士及以上,5年以上,>20000公里,7,1370.857142857143,nav-led,2080.100000143051,True,33,22,15,10,10,19,18.17
47,2026-07-26T16:40:51.379128+00:00,32,female,硕士及以上,5年以上,>20000公里,7,1370.857142857143,balanced,1674.5999999046326,True,9,13,8,5,10,6,8.5
47,2026-07-26T16:40:51.379128+00:00,32,female,硕士及以上,5年以上,>20000公里,7,1370.857142857143,sr-led,1088.7999999523163,True,7,8,6,4,18,7,8.33
48,2026-07-26T16:43:20.745635+00:00,45,female,大专,5年以上,>20000公里,5,2613.2,nav-led,2116.7000000476837,True,79,61,69,66,79,79,72.17
48,2026-07-26T16:43:20.745635+00:00,45,female,大专,5年以上,>20000公里,5,2613.2,balanced,1116.2999999523163,True,10,0,3,6,3,6,4.67
48,2026-07-26T16:43:20.745635+00:00,45,female,大专,5年以上,>20000公里,5,2613.2,sr-led,993.7000000476837,True,5,0,2,5,1,3,2.67
49,2026-07-26T18:22:26.248125+00:00,27,male,本科,1-3年,10000-20000公里,7,1603.7142857142858,nav-led,3213.5999999046326,True,53,73,63,61,65,59,62.33
49,2026-07-26T18:22:26.248125+00:00,27,male,本科,1-3年,10000-20000公里,7,1603.7142857142858,balanced,1361.1999998092651,True,14,12,11,18,14,12,13.5
49,2026-07-26T18:22:26.248125+00:00,27,male,本科,1-3年,10000-20000公里,7,1603.7142857142858,sr-led,1075.0999999046326,True,17,39,32,25,12,13,23.0
50,2026-07-27T03:10:13.933163+00:00,25,female,本科,未满1年,<3000公里,6,3372.8333333333335,nav-led,5821.100000143051,False,36,34,38,36,37,35,36.0
50,2026-07-27T03:10:13.933163+00:00,25,female,本科,未满1年,<3000公里,6,3372.8333333333335,balanced,1755.6000001430511,True,36,38,39,35,35,33,36.0
50,2026-07-27T03:10:13.933163+00:00,25,female,本科,未满1年,<3000公里,6,3372.8333333333335,sr-led,1108.1000001430511,True,29,31,31,30,32,34,31.17
51,2026-07-28T11:48:44.624399+00:00,27,male,本科,1-3年,10000-20000公里,2,1396.5,nav-led,1167.4000000953674,True,22,43,34,49,52,61,43.5
51,2026-07-28T11:48:44.624399+00:00,27,male,本科,1-3年,10000-20000公里,2,1396.5,balanced,1349.8000001907349,True,27,21,17,19,20,0,17.33
51,2026-07-28T11:48:44.624399+00:00,27,male,本科,1-3年,10000-20000公里,2,1396.5,sr-led,1177.8999996185303,True,10,8,4,5,0,5,5.33
52,2026-07-28T11:55:11.565496+00:00,23,male,本科,1-3年,3000-10000公里,8,4203.0,balanced,1241.7,True,30,29,38,32,31,36,32.67
52,2026-07-28T11:55:11.565496+00:00,23,male,本科,1-3年,3000-10000公里,8,4203.0,sr-led,1379.2,True,14,9,17,13,17,9,13.17
52,2026-07-28T11:55:11.565496+00:00,23,male,本科,1-3年,3000-10000公里,8,4203.0,nav-led,2372.5,True,64,51,68,46,57,68,59.0
53,2026-07-28T11:55:11.565496+00:00,25,female,本科,1-3年,<3000公里,9,5662.4,nav-led,2682.9,True,58,58,75,63,65,71,65.0
53,2026-07-28T11:55:11.565496+00:00,25,female,本科,1-3年,<3000公里,9,5662.4,balanced,1019.5,True,35,49,29,35,41,43,38.67
53,2026-07-28T11:55:11.565496+00:00,25,female,本科,1-3年,<3000公里,9,5662.4,sr-led,1316.2,True,14,20,7,15,19,15,15.0
54,2026-07-28T11:55:11.565496+00:00,25,male,本科,1-3年,<3000公里,6,5134.3,sr-led,869.0,True,17,10,20,5,13,10,12.5
54,2026-07-28T11:55:11.565496+00:00,25,male,本科,1-3年,<3000公里,6,5134.3,nav-led,2671.0,True,52,68,56,55,67,56,59.0
54,2026-07-28T11:55:11.565496+00:00,25,male,本科,1-3年,<3000公里,6,5134.3,balanced,1258.5,True,36,42,44,27,41,33,37.17
55,2026-07-28T11:55:11.565496+00:00,33,male,大专,5年以上,>20000公里,6,3839.5,balanced,1393.1,True,39,48,35,32,41,29,37.33
55,2026-07-28T11:55:11.565496+00:00,33,male,大专,5年以上,>20000公里,6,3839.5,sr-led,1193.9,True,10,17,20,8,10,6,11.83
55,2026-07-28T11:55:11.565496+00:00,33,male,大专,5年以上,>20000公里,6,3839.5,nav-led,1821.5,True,60,52,77,62,59,68,63.0
56,2026-07-28T11:55:11.565496+00:00,40,male,本科,未满1年,<3000公里,4,5499.5,sr-led,1230.6,True,9,19,11,6,6,9,10.0
56,2026-07-28T11:55:11.565496+00:00,40,male,本科,未满1年,<3000公里,4,5499.5,nav-led,1941.0,True,50,58,71,50,61,71,60.17
56,2026-07-28T11:55:11.565496+00:00,40,male,本科,未满1年,<3000公里,4,5499.5,balanced,1568.1,True,37,49,30,37,27,37,36.17
57,2026-07-28T11:55:13.145595+00:00,38,female,本科,未满1年,>20000公里,6,3456.5,balanced,1233.0,True,36,28,46,38,36,30,35.67
57,2026-07-28T11:55:13.145595+00:00,38,female,本科,未满1年,>20000公里,6,3456.5,sr-led,1212.3,True,16,12,6,13,14,11,12.0
57,2026-07-28T11:55:13.145595+00:00,38,female,本科,未满1年,>20000公里,6,3456.5,nav-led,2229.8,True,53,51,61,56,62,66,58.17
58,2026-07-28T11:55:13.145595+00:00,19,male,本科,未满1年,>20000公里,7,4340.9,sr-led,1078.0,True,7,11,21,12,5,7,10.5
58,2026-07-28T11:55:13.145595+00:00,19,male,本科,未满1年,>20000公里,7,4340.9,nav-led,2748.4,True,64,63,76,64,66,69,67.0
58,2026-07-28T11:55:13.145595+00:00,19,male,本科,未满1年,>20000公里,7,4340.9,balanced,1405.4,True,35,35,44,28,26,47,35.83
59,2026-07-28T11:55:13.145595+00:00,21,female,本科,3-5年,<3000公里,7,4181.7,nav-led,2526.7,True,63,52,68,52,74,52,60.17
59,2026-07-28T11:55:13.145595+00:00,21,female,本科,3-5年,<3000公里,7,4181.7,balanced,1665.3,True,41,49,27,31,38,36,37.0
59,2026-07-28T11:55:13.145595+00:00,21,female,本科,3-5年,<3000公里,7,4181.7,sr-led,854.2,True,13,10,8,11,11,17,11.67
60,2026-07-28T11:55:13.145595+00:00,34,male,大专,1-3年,>20000公里,8,4058.4,nav-led,1722.4,True,68,67,56,67,63,70,65.17
60,2026-07-28T11:55:13.145595+00:00,34,male,大专,1-3年,>20000公里,8,4058.4,balanced,1696.1,True,40,50,37,42,26,39,39.0
60,2026-07-28T11:55:13.145595+00:00,34,male,大专,1-3年,>20000公里,8,4058.4,sr-led,787.8,True,6,19,19,12,10,6,12.0
61,2026-07-28T11:55:13.145595+00:00,39,female,本科,1-3年,10000-20000公里,6,5652.5,sr-led,1034.7,True,16,17,6,4,10,14,11.17
61,2026-07-28T11:55:13.145595+00:00,39,female,本科,1-3年,10000-20000公里,6,5652.5,nav-led,2643.0,True,51,64,53,51,65,58,57.0
61,2026-07-28T11:55:13.145595+00:00,39,female,本科,1-3年,10000-20000公里,6,5652.5,balanced,1464.8,True,36,33,46,37,45,41,39.67
62,2026-07-28T11:55:14.742663+00:00,24,female,本科,未满1年,10000-20000公里,4,3431.8,sr-led,1376.8,True,4,17,19,8,10,17,12.5
62,2026-07-28T11:55:14.742663+00:00,24,female,本科,未满1年,10000-20000公里,4,3431.8,nav-led,2734.2,True,56,66,59,60,74,58,62.17
62,2026-07-28T11:55:14.742663+00:00,24,female,本科,未满1年,10000-20000公里,4,3431.8,balanced,1667.2,True,30,41,45,24,39,47,37.67
63,2026-07-28T11:55:14.742663+00:00,35,male,本科,1-3年,3000-10000公里,8,4892.6,balanced,1315.8,True,37,45,40,31,29,38,36.67
63,2026-07-28T11:55:14.742663+00:00,35,male,本科,1-3年,3000-10000公里,8,4892.6,sr-led,1271.0,True,15,19,16,4,19,4,12.83
63,2026-07-28T11:55:14.742663+00:00,35,male,本科,1-3年,3000-10000公里,8,4892.6,nav-led,1762.4,True,61,62,53,55,75,49,59.17
